X,Y,Frame
16.0323794339534,15.8525807930126,0
16.0297838502223,16.3306435890169,0
16.0276477919231,16.820735588236,0
16.0260577869713,17.3189421163515,0
16.0251032147475,17.8188516698225,0
16.0246266176647,18.3196170911339,0
16.0243958171579,18.8199776605324,0
16.0243313479019,19.3200451634851,0
16.0243099119576,19.820050475115,0
16.0243142243567,20.3200229819003,0
16.0243186540459,20.8200082025537,0
16.0243224802093,21.3200033350148,0
16.0243249182619,21.8200011200726,0
16.0243262258117,22.3200005986276,0
16.0243269437487,22.8200003009694,0
16.0243272262983,23.3200001486342,0
16.0243273706279,23.8200000644919,0
16.0243274203882,24.3200000298984,0
16.0243274460355,24.8200000118847,0
16.0243274553897,25.3200000053675,0
16.0243274600978,25.8200000020191,0
16.0243274616366,26.3200000008457,0
16.0243274623675,26.8200000002754,0
16.024327462568,27.3200000001094,0
16.02432746266,27.8200000000326,0
16.024327462684,28.3200000000127,0
16.0243274626947,28.8200000000037,0
16.0243274626973,29.3200000000014,0
16.0243274626984,29.8200000000003,0
16.0243274626986,30.3200000000001,0
16.0243274626987,30.82,0
16.0243274626987,31.32,0
16.0243274626987,31.82,0
16.0243274626987,32.32,0
16.0243274626987,32.82,0
16.0243274626986,33.3199999999999,0
16.0243274626984,33.8199999999996,0
16.0243274626974,34.3199999999985,0
16.0243274626944,34.8199999999954,0
16.0243274626848,35.3199999999858,0
16.0243274626584,35.8199999999593,0
16.0243274625764,36.3199999998763,0
16.0243274623507,36.8199999996471,0
16.0243274617013,37.3199999990411,0
16.0243274599977,37.8199999975409,0
16.0243274558292,38.3199999938952,0
16.0243274460714,38.819999985344,0
16.0243274225234,39.31999996575,0
16.0243273675244,39.8199999225615,0
16.0243272279657,40.3199998491073,0
16.0243268917675,40.8199997320633,0
16.0243262353271,41.3199993304193,0
16.0243250155797,41.8199981093178,0
16.0243237263924,42.3199932060851,0
16.024323531955,42.819979191531,0
16.0243292204543,43.3199604911953,0
16.0243501085223,43.8199489113122,0
16.024420622905,44.3200576132751,0
16.0245986740763,44.8204848138313,0
16.0250299608227,45.3211624098762,0
16.0259415116765,45.8218537740175,0
16.0274271073035,46.3191866583341,0
16.029603794669,46.8079547418117,0
16.032174527953,47.2880528378098,0
16.5105848670151,15.8500320209068,0
16.5092454238284,16.3293145539366,0
16.5082044258017,16.8199085654581,0
16.5074112629244,17.3182182543722,0
16.5067682721935,17.8183300354916,0
16.5063031033648,18.3193294746632,0
16.5060529989345,18.8198327960691,0
16.505951385032,19.3199703838264,0
16.5058936927274,19.8200131659006,0
16.505865486598,20.3200022034836,0
16.5058484160506,20.8199977969434,0
16.5058400341645,21.3199984849532,0
16.5058356829792,21.8199991358269,0
16.5058341206301,22.3199995758246,0
16.5058332255586,22.8199997995933,0
16.5058327906131,23.3199998804521,0
16.5058325446347,23.8199999352899,0
16.5058324384634,24.3199999692164,0
16.5058323839631,24.819999987551,0
16.5058323654553,25.3199999942833,0
16.505832356076,25.81999999769,0
16.505832352801,26.3199999988808,0
16.5058323511486,26.8199999995245,0
16.505832350594,27.3199999997909,0
16.5058323503284,27.8199999999263,0
16.5058323502538,28.3199999999701,0
16.5058323502195,28.8199999999908,0
16.5058323502106,29.3199999999963,0
16.5058323502066,29.8199999999988,0
16.5058323502055,30.3199999999995,0
16.5058323502051,30.8199999999999,0
16.505832350205,31.32,0
16.505832350205,31.82,0
16.505832350205,32.32,0
16.5058323502051,32.8200000000001,0
16.5058323502056,33.3200000000004,0
16.5058323502069,33.8200000000012,0
16.5058323502111,34.3200000000033,0
16.5058323502225,34.8200000000092,0
16.5058323502581,35.3200000000268,0
16.5058323503562,35.8200000000738,0
16.5058323506282,36.3200000001799,0
16.5058323513259,36.8200000004104,0
16.5058323530199,37.3200000008791,0
16.5058323569767,37.8200000018223,0
16.5058323667778,38.3200000043222,0
16.505832390189,38.8200000106147,0
16.5058324458748,39.3200000233058,0
16.5058325736438,39.8200000482209,0
16.5058328165078,40.3200000955087,0
16.5058332631202,40.8200001851154,0
16.5058341788842,41.3200003522244,0
16.5058360908577,41.8200006177368,0
16.5058410615151,42.3199994602072,0
16.5058531977338,42.8199940775575,0
16.505874864968,43.319989797453,0
16.5059102498627,43.8199993070715,0
16.5059716985983,44.3201501099628,0
16.5060764733397,44.8206632735648,0
