X,Y,Frame
16.0323794339534,15.8525807930126,1
16.0297838502223,16.3306435890169,1
16.0276477919231,16.820735588236,1
16.0260577869713,17.3189421163515,1
16.0251032147475,17.8188516698225,1
16.0246266176647,18.3196170911339,1
16.0243958171579,18.8199776605324,1
16.0243313479019,19.3200451634851,1
16.0243099119576,19.820050475115,1
16.0243142243567,20.3200229819003,1
16.0243186540459,20.8200082025537,1
16.0243224802093,21.3200033350148,1
16.0243249182619,21.8200011200726,1
16.0243262258117,22.3200005986276,1
16.0243269437487,22.8200003009694,1
16.0243272262983,23.3200001486342,1
16.0243273706279,23.8200000644919,1
16.0243274203882,24.3200000298984,1
16.0243274460355,24.8200000118847,1
16.0243274553897,25.3200000053675,1
16.0243274600978,25.8200000020191,1
16.0243274616366,26.3200000008457,1
16.0243274623675,26.8200000002754,1
16.024327462568,27.3200000001094,1
16.02432746266,27.8200000000326,1
16.024327462684,28.3200000000127,1
16.0243274626947,28.8200000000037,1
16.0243274626973,29.3200000000014,1
16.0243274626984,29.8200000000003,1
16.0243274626986,30.3200000000001,1
16.0243274626987,30.82,1
16.0243274626987,31.32,1
16.0243274626987,31.82,1
16.0243274626987,32.32,1
16.0243274626987,32.82,1
16.0243274626986,33.3199999999999,1
16.0243274626984,33.8199999999996,1
16.0243274626974,34.3199999999985,1
16.0243274626944,34.8199999999954,1
16.0243274626848,35.3199999999858,1
16.0243274626584,35.8199999999593,1
16.0243274625764,36.3199999998763,1
16.0243274623507,36.8199999996471,1
16.0243274617013,37.3199999990411,1
16.0243274599977,37.8199999975409,1
16.0243274558292,38.3199999938952,1
16.0243274460714,38.819999985344,1
16.0243274225234,39.31999996575,1
16.0243273675244,39.8199999225615,1
16.0243272279657,40.3199998491073,1
16.0243268917675,40.8199997320633,1
16.0243262353271,41.3199993304193,1
16.0243250155797,41.8199981093178,1
16.0243237263924,42.3199932060851,1
16.024323531955,42.819979191531,1
16.0243292204543,43.3199604911953,1
16.0243501085223,43.8199489113122,1
16.024420622905,44.3200576132751,1
16.0245986740763,44.8204848138313,1
16.0250299608227,45.3211624098762,1
16.0259415116765,45.8218537740175,1
16.0274271073035,46.3191866583341,1
16.029603794669,46.8079547418117,1
16.032174527953,47.2880528378098,1
16.5105848670151,15.8500320209068,1
16.5092454238284,16.3293145539366,1
16.5082044258017,16.8199085654581,1
16.5074112629244,17.3182182543722,1
16.5067682721935,17.8183300354916,1
16.5063031033648,18.3193294746632,1
16.5060529989345,18.8198327960691,1
16.505951385032,19.3199703838264,1
16.5058936927274,19.8200131659006,1
16.505865486598,20.3200022034836,1
16.5058484160506,20.8199977969434,1
16.5058400341645,21.3199984849532,1
16.5058356829792,21.8199991358269,1
16.5058341206301,22.3199995758246,1
16.5058332255586,22.8199997995933,1
16.5058327906131,23.3199998804521,1
16.5058325446347,23.8199999352899,1
16.5058324384634,24.3199999692164,1
16.5058323839631,24.819999987551,1
16.5058323654553,25.3199999942833,1
16.505832356076,25.81999999769,1
16.505832352801,26.3199999988808,1
16.5058323511486,26.8199999995245,1
16.505832350594,27.3199999997909,1
16.5058323503284,27.8199999999263,1
16.5058323502538,28.3199999999701,1
16.5058323502195,28.8199999999908,1
16.5058323502106,29.3199999999963,1
16.5058323502066,29.8199999999988,1
16.5058323502055,30.3199999999995,1
16.5058323502051,30.8199999999999,1
16.505832350205,31.32,1
16.505832350205,31.82,1
16.505832350205,32.32,1
16.5058323502051,32.8200000000001,1
16.5058323502056,33.3200000000004,1
16.5058323502069,33.8200000000012,1
16.5058323502111,34.3200000000033,1
16.5058323502225,34.8200000000092,1
16.5058323502581,35.3200000000268,1
16.5058323503562,35.8200000000738,1
16.5058323506282,36.3200000001799,1
16.5058323513259,36.8200000004104,1
16.5058323530199,37.3200000008791,1
16.5058323569767,37.8200000018223,1
16.5058323667778,38.3200000043222,1
16.505832390189,38.8200000106147,1
16.5058324458748,39.3200000233058,1
16.5058325736438,39.8200000482209,1
16.5058328165078,40.3200000955087,1
16.5058332631202,40.8200001851154,1
16.5058341788842,41.3200003522244,1
16.5058360908577,41.8200006177368,1
16.5058410615151,42.3199994602072,1
16.5058531977338,42.8199940775575,1
16.505874864968,43.319989797453,1
16.5059102498627,43.8199993070715,1
16.5059716985983,44.3201501099628,1
16.5060764733397,44.8206632735648,1
16.5063206414238,45.3214891516871,1
16.5068629650906,45.8224296009074,1
16.5077243090386,46.3201681318565,1
16.5089372185814,46.8095548835276,1
16.5104243646112,47.2906334841391,1
17.0011105484758,15.847894655965,1
17.0002651116751,16.3282946646686,1
16.99942826395,16.8191376127641,1
16.9985537554411,17.3172896495054,1
16.9975767683949,17.8175655113498,1
16.9967039376624,18.3188858531589,1
16.9962123031324,18.819583364027,1
16.9959755698982,19.3198141840841,1
16.9958078503531,19.8199141951425,1
16.9956933358982,20.3199392831072,1
16.9956206446455,20.8199616492976,1
16.9955815024534,21.3199802822233,1
16.9955598728318,21.819990813889,1
16.9955507251553,22.3199952399528,1
16.9955454809535,22.8199976967086,1
16.995543033328,23.3199987964129,1
16.9955416859599,23.8199994363296,1
16.9955411351347,24.3199997363114,1
16.9955408504462,24.8199998946732,1
16.995540750179,25.3199999521598,1
16.995540699136,25.8199999814325,1
16.9955406813721,26.3199999916322,1
16.9955406725288,26.8199999968409,1
16.9955406696917,27.3199999986664,1
16.9955406683432,27.8199999995583,1
16.9955406679687,28.3199999998237,1
16.995540667797,28.819999999947,1
16.9955406677528,29.3199999999793,1
16.995540667733,29.819999999994,1
16.9955406677282,30.3199999999978,1
16.9955406677261,30.8199999999994,1
16.9955406677257,31.3199999999998,1
16.9955406677256,31.82,1
16.9955406677258,32.3200000000002,1
16.9955406677263,32.8200000000007,1
16.9955406677284,33.3200000000022,1
16.9955406677345,33.8200000000065,1
16.9955406677543,34.32000000002,1
16.9955406678098,34.8200000000573,1
16.9955406679814,35.3200000001705,1
16.9955406684527,35.820000000478,1
16.9955406697843,36.3200000012782,1
16.9955406732416,36.8200000032396,1
16.9955406819127,37.3200000078963,1
16.9955407026618,37.8200000186084,1
16.9955407531972,38.3200000453456,1
16.995540871949,38.8200001094465,1
16.9955411527837,39.3200002521527,1
16.9955417950824,39.8200005606624,1
16.9955431092035,40.3200011474127,1
16.995545735537,40.8200022372359,1
16.9955509330764,41.3200046223078,1
16.9955611572096,41.8200097939909,1
16.9955831151485,42.320018990303,1
16.9956294705076,42.8200345543003,1
16.9957039376522,43.3200569177549,1
16.9958113355745,43.8200877971312,1
16.995944840085,44.3202710988494,1
16.9960804690306,44.8208517216043,1
16.996399626458,45.3218303203502,1
16.9971958462506,45.8231077246322,1
16.9983092430254,46.3213075844569,1
16.9995150917616,46.811165715049,1
17.0007863404199,47.2929897193567,1
17.4989531760533,15.8462924791458,1
17.4982477668072,16.3275070268302,1
17.497309818893,16.8183290018159,1
17.4961525453024,17.3161473496427,1
17.4948191547878,17.8165916428713,1
17.4936113245146,18.3183268262022,1
17.4929258523544,18.819260831409,1
17.4925832415967,19.3195927927637,1
17.4923258978594,19.8197602322997,1
17.4921385916773,20.3198354499318,1
17.4920181630976,20.8198988606903,1
17.4919517714838,21.3199479400519,1
17.4919146464837,21.8199754876579,1
17.4918984990619,22.3199870554829,1
17.4918891845755,22.8199936178978,1
17.4918848028711,23.319996685935,1
17.491882391956,23.8199984614478,1
17.4918814079986,24.3199992794814,1
17.4918808983137,24.8199997109955,1
17.4918807173768,25.3199998681828,1
17.4918806250345,25.8199999486034,1
17.4918805927349,26.3199999769553,1
17.4918805766551,26.8199999913921,1
17.4918805715061,27.3199999963819,1
17.4918805690589,27.8199999988095,1
17.4918805683786,28.319999999525,1
17.4918805680665,28.8199999998571,1
17.4918805679859,29.3199999999444,1
17.4918805679499,29.819999999984,1
17.4918805679412,30.3199999999941,1
